id,genus-name,genus-qid,genus-qid-url,genus-ipni-id,genus-ipni-id-url,genus-wfo-id,genus-wfo-id-url,genus-wfo-status,genus-powo-status,author-std-abbreviation,author1-qid,author2-qid,author3-qid,author4-qid,author5-qid,author1-qid-url,author2-qid-url,author3-qid-url,author4-qid-url,author5-qid-url,author-country,author-gender,author-female-flag,author-count,protologue-reference,protologue-pub-year,family-name-wfo,eponymy-derived-indirectly,eponymy-name,eponymy-count,eponymy-yob,eponymy-yod,eponymy-lifespan,eponymy-occupation,eponymy-author-relationship,eponymy-is-real,eponymy-is-mythical,eponymy-country,eponymy1-qid,eponymy2-qid,eponymy1-qid-url,eponymy2-qid-url,protologue-url,protologue-eponymy-stated,protologue-dedication-text,eponymy-wikipedia-url,eponymy-bionomia-url
598,Ptelea,Q612028,http://www.wikidata.org/entity/Q612028,329430-2,https://www.ipni.org/n/329430-2,wfo-4000031860,https://list.worldfloraonline.org/wfo-4000031860,Accepted,accepted,L.,Q1043,,,,,http://www.wikidata.org/entity/Q1043,,,,,Sweden,M,0,1,Sp. Pl. 1: 118 (1753),1753,Rutaceae,0,Ptelea,1,,,n/a,mythological figure (Greek),,0,1,,Q3410251,,http://www.wikidata.org/entity/Q3410251,,https://www.biodiversitylibrary.org/page/358137,0,Not explained in original publication,No English Wikipedia article,Mythical person
599,Rachelia,Q2917945,http://www.wikidata.org/entity/Q2917945,997196-1,https://www.ipni.org/n/997196-1,wfo-4000032432,https://list.worldfloraonline.org/wfo-4000032432,Accepted,accepted,J.M.Ward & Breitw.,Q33698449,Q21516475,,,,http://www.wikidata.org/entity/Q33698449,http://www.wikidata.org/entity/Q21516475,,,,"New Zealand, New Zealand",FF,1,2,New Zealand J. Bot. 35(2): 146 (1997),1997,Asteraceae,0,Rachel Chisholm,1,1915,2017,1915–2017,farmer,,1,0,New Zealand,Q99304191,,http://www.wikidata.org/entity/Q99304191,,https://doi.org/10.1080/0028825X.1997.10414150,1,"The genus is named after the mountain range where the holotype was collected and after Rachel Chisholm, wife of the celebrated long-time manager of Molesworth Station, M. M. 'Bill' Chisholm. The species epither refers to the habitat oand is formed from the stem of 'glara',meaning 'scree' and the suffix 'ia' meaning 'charcteristic of or 'belonging to'.",No English Wikipedia article,Not in Bionomia
600,Racinaea,Q146418,http://www.wikidata.org/entity/Q146418,970567-1,https://www.ipni.org/n/970567-1,wfo-4000032436,https://list.worldfloraonline.org/wfo-4000032436,Accepted,accepted,M.A.Spencer & L.B.Sm.,Q6012702,Q968961,,,,http://www.wikidata.org/entity/Q6012702,http://www.wikidata.org/entity/Q968961,,,,"USA, USA",MM,0,2,Phytologia 74(2): 152 (1993),1993,Bromeliaceae,0,Racine Sarasy Foster,1,1910,1991,1910–1991,"botanist, botanical collector, second wife of botanist Mulford Bateman Foster",,1,0,USA,Q21513390,,http://www.wikidata.org/entity/Q21513390,,https://www.biodiversitylibrary.org/page/13191986,1,"The generic name is adopted in honor of the late Racine Foster (1910-1991) who, with her husband Mulford Foster, collected more than 200 new species of bromeliads, founded the Journal of the Bromeliad Society, and authored the book, Brazil, Orchid of the Tropics. She was a remarkable woman and her dedication to the study of bromeliads was an exemplary and lifelong endeavor. It gives us great pleasure to name our new genus after her.",No English Wikipedia article,https://bionomia.net/Q21513390
601,Ramonadoxa,Q95716811,http://www.wikidata.org/entity/Q95716811,77187961-1,https://www.ipni.org/n/77187961-1,wfo-4000049099,https://list.worldfloraonline.org/wfo-4000049099,Accepted,accepted,Paudyal & Delprete,Q59604855,Q21391773,,,,http://www.wikidata.org/entity/Q59604855,http://www.wikidata.org/entity/Q21391773,,,,"USA, USA",MM,0,2,Bot. J. Linn. Soc. 187(3): 389 (2018),2018,Rubiaceae,0,Ramona Oviedo-Prieto,1,1953,current,1953–current,"botanist, botanical collector",co-collector on one of the authors (PDF) who accompanied him in 2002,1,0,Cuba,Q5494835,,http://www.wikidata.org/entity/Q5494835,,https://doi.org/10.1093/botlinnean/boy029,1,"The name of this genus is dedicated to Ramona Oviedo-Prieto (Instituto de Ecología y Sistemática, Ministerio de Ciencia, Tecnologia y Medio Ambiente, La Havana, Cuba), a skilled field botanist, extremely knowledgeable about the Cuban flora and who accompanied PGD in 2002 and helped finding many of the Cuban species included in the present study.",No English Wikipedia article,Not in Bionomia
602,Raycadenco,Q3906124,http://www.wikidata.org/entity/Q3906124,925243-1,https://www.ipni.org/n/925243-1,wfo-4000032620,https://list.worldfloraonline.org/wfo-4000032620,Synonym of Fernandezia Ruiz & Pav.,synonym of Fernandezia Ruiz & Pav.,Dodson,Q5018643,,,,,http://www.wikidata.org/entity/Q5018643,,,,,USA,M,0,1,"Icon. Pl. Trop. ser. 2, 6: t. 577 (1989)",1989,Orchidaceae,0,Cordelia Head & 3 other (male) co-authors,4,unknown,current,fl. 1980–89,"botanist, botanical collector, horticulturist",,1,0,USA,Q107749995,,http://www.wikidata.org/entity/Q107749995,,,1,"Generic name proposed as a composite of the collectors given names. [Raymond MuCullough, Carl Withner, Dennis D'Alessandro and Cordelia Head]",No English Wikipedia article,Not in Bionomia
603,Raynalia,Q87258331,http://www.wikidata.org/entity/Q87258331,14002-1,https://www.ipni.org/n/14002-1,wfo-4000032625,https://list.worldfloraonline.org/wfo-4000032625,Synonym of Cyperus L.,synonym of Cyperus L.; replacement name(?) for Aliniella J.Raynal,Soják,Q4430625,,,,,http://www.wikidata.org/entity/Q4430625,,,,,Czech Republic,M,0,1,"Čas. Nár. Muz. Praze, Rada Přír. 148(3-4): 193 (1980)",1980,Cyperaceae,1,Aline Marie Raynal,1,1937,2022,1937–2022,"botanist, botanical collector",,1,0,France,Q429475,,http://www.wikidata.org/entity/Q429475,,,1,"Raynalia Sojak, nomen novum; nom. substitutem Alinella Raynal, Adansonia 13: 157. 1973 [non Skrortzov Philp. J. Sci 86/2: 180. 1952 et Quart. J. Taiwan Mus. 22: 236. 1969, cum typo, algae]",https://en.wikipedia.org/wiki/Aline_Marie_Raynal,https://bionomia.net/Q429475
604,Reederochloa,Q3753293,http://www.wikidata.org/entity/Q3753293,295533-2,https://www.ipni.org/n/295533-2,wfo-4000032662,https://list.worldfloraonline.org/wfo-4000032662,Synonym of Distichlis Raf.,synonym of Distichlis Raf.,Soderstr. & H.F.Decker,Q351167,Q5573565,,,,http://www.wikidata.org/entity/Q351167,http://www.wikidata.org/entity/Q5573565,,,,"USA, USA",MM,0,2,Brittonia 16: 334 (1964),1964,Poaceae,0,Charlotte Goodding Reeder & John R. Reeder,1,1916,2009,1916–2009,"botanist, botanical collector",,1,0,USA,Q5765094,,http://www.wikidata.org/entity/Q5765094,,https://www.jstor.org/stable/2805067,1,"We take pleasure in naming the new grass, Reederochloa, in honor of Professor John R. Reeder of Yale University, under whom both authors wrote their dissertations, and Mrs. Charlotte Goodding Reeder, a student of Mthlienbergia. whose suggestion to visit the Durango locality led to the discovery of the new genus.",https://en.wikipedia.org/wiki/Charlotte_Goodding_Reeder,https://bionomia.net/Q5765094
605,Reesia,Q30528176,http://www.wikidata.org/entity/Q30528176,1284-1,https://www.ipni.org/n/1284-1,wfo-4000032666,https://list.worldfloraonline.org/wfo-4000032666,Unplaced,synonymy of Polycarpaea Lam.,Ewart,Q614703,,,,,http://www.wikidata.org/entity/Q614703,,,,,Australia,M,0,1,"Proc. Roy. Soc. Victoria n.s., 26: 9 (1913)",1913,Caryophyllaceae,0,Bertha Rees,1,1879,1957,1879–1957,"botanist, university teacher",,1,0,Australia,Q25894051,,http://www.wikidata.org/entity/Q25894051,,https://www.biodiversitylibrary.org/page/8511020,0,Not explained in original publication,No English Wikipedia article,https://bionomia.net/Q25894051
606,Resetnikia,Q81440142,http://www.wikidata.org/entity/Q81440142,77152087-1,https://www.ipni.org/n/77152087-1,wfo-4001303386,https://list.worldfloraonline.org/wfo-4001303386,Accepted,accepted,"Španiel, Al-Shehbaz, D.A.German & Marhold",Q26160808,Q730643,Q18613762,Q13402892,,http://www.wikidata.org/entity/Q26160808,http://www.wikidata.org/entity/Q730643,http://www.wikidata.org/entity/Q18613762,http://www.wikidata.org/entity/Q13402892,,"Slovakia, USA, Russia, Slovakia",MMMM,0,4,Pl. Syst. Evol. 301(10): 2487 (2015),2015,Brassicaceae,0,Ivana Rešetnik,1,unknown,current,fl. 2014,"botanist, botanical collector",,1,0,Croatia,Q36584116,,http://www.wikidata.org/entity/Q36584116,,https://doi.org/10.1007/s00606-015-1257-3,1,"Etymology: the name of the genus honors Ivana Rešetnik (University of Zagreb, Croatia) in recognition for her work (and other collaborators) on the phylogenetic relationships of the tribe Alysseae.",No English Wikipedia article,https://bionomia.net/0000-0002-0346-8675
607,Rhodoscirpus,Q22108864,http://www.wikidata.org/entity/Q22108864,77152343-1,https://www.ipni.org/n/77152343-1,wfo-4001303388,https://list.worldfloraonline.org/wfo-4001303388,Accepted,accepted,"Lév.-Bourret, Donadío & J.R.Starr",Q42367698,Q19616357,Q33694242,,,http://www.wikidata.org/entity/Q42367698,http://www.wikidata.org/entity/Q19616357,http://www.wikidata.org/entity/Q33694242,,,"Canada, Argentina, Canada",MFM,1,3,Taxon 64(5): 940 (2015),2015,Cyperaceae,0,Encarnación Rosa Guaglianone,1,1932,2014,1932–2014,"botanist, botanical collector",,1,0,Argentina,Q8775761,,http://www.wikidata.org/entity/Q8775761,,https://doi.org/10.12705/645.4,1,"The greek prefix Rhodo- means 'rose-like' and was chosen in honor of the late Prof. Encarnación Rosa Guaglianone (1932–2014), affectionately known as Rosa, who was a great and dedicated cyperologist at the Darwinion Institute (Buenos Aires, Argentina), but who was also loved for her exceptional kindness and generosity.",No English Wikipedia article,https://bionomia.net/Q8775761
608,Richardsiella,Q2439256,http://www.wikidata.org/entity/Q2439256,18905-1,https://www.ipni.org/n/18905-1,wfo-4000033231,https://list.worldfloraonline.org/wfo-4000033231,Accepted,accepted,Elffers & Kenn.-O'Byrne,Q21511777,Q18986119,,,,http://www.wikidata.org/entity/Q21511777,http://www.wikidata.org/entity/Q18986119,,,,"South Africa, UNKNOWN",MM,0,2,Kew Bull. 11(3): 455 (1957),1957,Poaceae,0,Mary Richards,1,1885,1977,1885–1977,"botanist, botanical collector",,1,0,UK,Q32904744,,http://www.wikidata.org/entity/Q32904744,,,1,"It has been named in honour of its discoverer, Mrs H.M. Richards, who has been actively collecting for Kew in Northern Rhodesia in recent years.",https://en.wikipedia.org/wiki/Mary_Alice_Eleanor_Richards,https://bionomia.net/Q32904744
609,Riencourtia,Q7333139,http://www.wikidata.org/entity/Q7333139,10864-1,https://www.ipni.org/n/10864-1,wfo-4000033275,https://list.worldfloraonline.org/wfo-4000033275,Accepted,accepted,Cass.,Q958431,,,,,http://www.wikidata.org/entity/Q958431,,,,,France,M,0,1,Bull. Sci. Soc. Philom. Paris 1818: 76 (1818),1818,Asteraceae,0,Cathérine Elisabeth Agathe Cassini,1,1783,1861,1783–1861,unknown,"wife of the author, botanist Henri Cassini",1,0,France,Q106851188,,http://www.wikidata.org/entity/Q106851188,,https://www.biodiversitylibrary.org/page/4146411,0,Not explained in original publication,No English Wikipedia article,Not in Bionomia
610,Rojasimalva,Q9070433,http://www.wikidata.org/entity/Q9070433,893416-1,https://www.ipni.org/n/893416-1,wfo-4000033423,https://list.worldfloraonline.org/wfo-4000033423,Accepted,accepted,Fryxell,Q7150752,,,,,http://www.wikidata.org/entity/Q7150752,,,,,USA,M,0,1,Ernstia 28: 11 (1984),1984,Malvaceae,0,Carmen E. Benítez de Rojas,1,1937,2019,1937–2019,"botanist, botanical collector",,1,0,Venezuela,Q5752509,,http://www.wikidata.org/entity/Q5752509,,,1,"Es un placer dedicar este género nuevo a su descubridora, Profa. Carmen E. Benítez de Rojas.",No English Wikipedia article,https://bionomia.net/Q5752509
611,Roodia,Q30254771,http://www.wikidata.org/entity/Q30254771,16336-1,https://www.ipni.org/n/16336-1,wfo-4000033459,https://list.worldfloraonline.org/wfo-4000033459,Synonym of Argyroderma N.E.Br.,synonym of Argyroderma N.E.Br.,N.E.Br.,Q721850,,,,,http://www.wikidata.org/entity/Q721850,,,,,UK,M,0,1,Fl. Pl. South Africa t. 78 (1922),1922,Aizoaceae,0,Petrusa Benjamina Rood,1,1861,1946,1861–1946,botanical collector,,1,0,South Africa,Q107130501,,http://www.wikidata.org/entity/Q107130501,,https://www.biodiversitylibrary.org/page/41948941,1,"Upon this combination of characters in conjunction with its vegetative character, I establish a new genus, and have much pleasure in naming it after its discoverer, Mrs. E. Rood, of Van Rhynsdorp, who sent living plants of it to Dr. I. B. Pole Evans at Pretoria, where it flowered.",No English Wikipedia article,https://bionomia.net/Q107130501
612,Rooksbya,Q30316696,http://www.wikidata.org/entity/Q30316696,5523-1,https://www.ipni.org/n/5523-1,wfo-4000033460,https://list.worldfloraonline.org/wfo-4000033460,Synonym of Cephalocereus Pfeiff.,synonym of Cephalocereus Pfeiff.,(Backeb.) Backeb.,Q61900,Q61900,,,,http://www.wikidata.org/entity/Q61900,http://www.wikidata.org/entity/Q61900,,,,Germany,MM,0,2,Cactac.: Handb. Kakteenk. 4: 2165 (1960),1960,Cactaceae,0,Ellen Rooksby,1,1873,1952,1873–1952,publisher and editor of botanical journal,,1,0,USA,Q106878564,,http://www.wikidata.org/entity/Q106878564,,https://www.cactuspro.com/lecture/Backeberg-Curt/Cactaceae4/page-249.de.html,1,"Weiterhin bin ich [...] verpflichtet [... der] verstorbenen Mrs. Ellen Rooksby, die verdienstvolle Herausgeberin des 'Desert Plant Life'. [see introduction Backeberg 1960, top of page IX -- https://kaktusz-es-pozsgas-tarsasag.hu/sites/default/files/cikk/nid-953/nid-953-backeberg-diecact1-compressed.pdf]",No English Wikipedia article,Not in Bionomia
613,Roosia,Q106982947,http://www.wikidata.org/entity/Q106982947,77165460-1,https://www.ipni.org/n/77165460-1,wfo-4001303394,https://list.worldfloraonline.org/wfo-4001303394,Accepted,accepted,van Jaarsv.,Q1277837,,,,,http://www.wikidata.org/entity/Q1277837,,,,,South Africa,M,0,1,Bradleya 35: 150 (2017),2017,Aizoaceae,0,Karen Roos,1,unknown,unknown,unknown,owner of the Babylonstoren farm and garden in the Drakenstein Valley near Franchhoek,employer of the author,1,0,South Africa,Q111023734,,http://www.wikidata.org/entity/Q111023734,,https://doi.org/10.25223/brad.n35.2017.a14,1,"The genus name Roosia is named for Mrs Karen Roos, owner of the Babylonstoren farm and garden in the Drakenstein Valley near Franchhoek. The owners, Mr Koos Bekker and Mrs Karen Roos, in whose employment I am, sponsor my expeditions and research. Also for the flower colour which is rose-pink (Roos = rose).",No English Wikipedia article,Not in Bionomia
614,Rosenbergia,Q96355283,http://www.wikidata.org/entity/Q96355283,318354-2,https://www.ipni.org/n/318354-2,wfo-4000033489,https://list.worldfloraonline.org/wfo-4000033489,Synonym of Cobaea Cav.,synonym of Cobaea Cav.,Oerst.,Q491270,,,,,http://www.wikidata.org/entity/Q491270,,,,,Denmark,M,0,1,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1856: 30 (1856),1856,Polemoniaceae,0,Caroline Friderike Rosenberg,1,1810,1902,1810–1902,"botanist, botanical collector",,1,0,Denmark,Q21607416,,http://www.wikidata.org/entity/Q21607416,,https://www.biodiversitylibrary.org/page/35632978,1,"Jeg har opkaldt denne smukke Plante, som vistnok med Tiden vil blive en Prydelse for vore Drivhuse, efter Froken C Rosenberg til Minde om hendes Fortjenester af den danske Flora.",https://en.wikipedia.org/wiki/Caroline_Rosenberg,https://bionomia.net/Q21607416
615,Rosettea,Q111018337,http://www.wikidata.org/entity/Q111018337,77214925-1,https://www.ipni.org/n/77214925-1,wfo-4100000865,https://list.worldfloraonline.org/wfo-4100000865,Accepted,accepted,Ver.-Lib. & G.Kadereit,Q36638138,Q5887579,,,,http://www.wikidata.org/entity/Q36638138,http://www.wikidata.org/entity/Q5887579,,,,"Cameroon, Germany",FF,1,2,Taxon 69(5): 983 (2020),2020,Melastomataceae,0,Rosette Batarda Fernandes,1,1916,2005,1916–2005,"botanist, botanical collector",,1,0,Portugal,Q6112568,,http://www.wikidata.org/entity/Q6112568,,https://doi.org/10.1002/tax.12317,1,"The name Rosettea is a feminine noun commemorating the Portuguese botanist Rosette Batarda Fernandes (1916-2005), who worked at COI and together with her husband Abílio Fernandes made a huge contribution to the taxonomy of African Melastomataceae.",https://en.wikipedia.org/wiki/Rosette_Batarda_Fernandes,https://bionomia.net/Q6112568
616,Roupellia,Q51285010,http://www.wikidata.org/entity/Q51285010,2558-1,https://www.ipni.org/n/2558-1,wfo-4000033543,https://list.worldfloraonline.org/wfo-4000033543,Synonym of Strophanthus DC.,synonym of Strophanthus DC.,Wall. & Hook. ex Benth.,Q731808,,,,,http://www.wikidata.org/entity/Q731808,,,,,UK,M,0,1,Bot. Mag. 75: t. 4466 (1849),1849,Apocynaceae,0,"Arabella Elizabeth Roupell, Charles Roupell, Thomas Boone Roupell & Dr. Roupell",4,1817,1914,1817–1914,artist,,1,0,UK,Q4783330,,http://www.wikidata.org/entity/Q4783330,,https://www.biodiversitylibrary.org/page/466821,1,"The plant possesses additional interest, in our estimation, as being the one selected by Dr. Wallich and myself to bear the name of the family of Roupell, of whom not a few have served the cause of Botany: viz., Charles Roupell, Esq., of Charlestown, South Carolina, commemorated in many of the pages of Sir James E. Smith's 'Correpondence of Linnæus'; Dr. Roupell of Welbeck Street, London, his grandson; together with another grandson, Thomas Boone Roupell, Esq., a gentleman now high in the Civil Service of the E. I. Company, on the Madras Establishment; while the talented lady of the latter is the authoress of a beautiful work about to issue from the press, illustrated by her own pencil, on plants of South Africa. Hence the name is appropriately commemorated in an African genus of no small beauty and fragrance.",https://en.wikipedia.org/wiki/Velva_E._Rudd,Not in Bionomia
617,Roupellina,Q87166816,http://www.wikidata.org/entity/Q87166816,2559-1,https://www.ipni.org/n/2559-1,wfo-4000033544,https://list.worldfloraonline.org/wfo-4000033544,Synonym of Strophanthus DC.,synonym of Strophanthus DC.,(Baill.) Pichon,Q461931,Q2338866,,,,http://www.wikidata.org/entity/Q461931,http://www.wikidata.org/entity/Q2338866,,,,"France, France",MM,0,1,"Mém. Inst. Sci. Madagascar, Sér. B, Biol. Vég. 2: 64 (1949)",1949,Apocynaceae,1,Arabella Elizabeth Roupell,1,1817,1914,1817–1914,artist,,1,0,UK,Q4783330,,http://www.wikidata.org/entity/Q4783330,,,0,"Not explained in original publication of section [""Ces plantes représenteront aussi dans le genre une section, distincte, en outre, par le port et la disposition des inflorescenses, et à laquelle nous nous proposons de donner le nom de Roupellina.""]",https://en.wikipedia.org/wiki/Velva_E._Rudd,Not in Bionomia
618,Ruddia,Q87274427,http://www.wikidata.org/entity/Q87274427,23454-1,https://www.ipni.org/n/23454-1,wfo-4000033585,https://list.worldfloraonline.org/wfo-4000033585,Synonym of Ormosia Jacks.,synonym of Ormosia Jacks.,Yakovlev,Q2443837,,,,,http://www.wikidata.org/entity/Q2443837,,,,,Russia,M,0,1,Bot. Zhurn. (Moscow & Leningrad) 56(5): 654 (1971),1971,Fabaceae,0,Velva Elaine Rudd,1,1910,1999,1910–1999,botanist,,1,0,USA,Q6160123,,http://www.wikidata.org/entity/Q6160123,,http://en.arch.botjournal.ru/?t=issues&id=19710505&rid=pdf_0004493,1,"B честь oднoгo из лучших знатоков тропических бобовыx B. Pyдд, coтpyдницы Смитсoнoвcкoго ипститута (США). - [To the memory of one of the best experts for tropical Fabaceae, V. Rudd from the Smithonial Instutitute.]",https://en.wikipedia.org/wiki/Velva_E._Rudd,https://bionomia.net/Q6160123
619,Rugoloa,Q95507116,http://www.wikidata.org/entity/Q95507116,77144196-1,https://www.ipni.org/n/77144196-1,wfo-4000046315,https://list.worldfloraonline.org/wfo-4000046315,Accepted,accepted,Zuloaga,Q2198822,,,,,http://www.wikidata.org/entity/Q2198822,,,,,Argentina,M,0,1,Pl. Syst. Evol. 300(10): 2164 (2014),2014,Poaceae,0,Zulma E. Rúgolo de Agrasar,1,1940,current,1940–current,"botanist, curator",colleague of the author at the Darwinion Institute,1,0,Argentina,Q6171896,,http://www.wikidata.org/entity/Q6171896,,https://doi.org/10.1007/s00606-014-1034-8,1,"Rugoloa is named in honor of Prof. Zulma E. Rúgolo de Agrasar, a renowned argentinean agrostologist and our colleague at the Darwinion Institute.",No English Wikipedia article,Not in Bionomia
620,Ruminia,Q107129429,http://www.wikidata.org/entity/Q107129429,1617-1,https://www.ipni.org/n/1617-1,wfo-4000033621,https://list.worldfloraonline.org/wfo-4000033621,Synonym of Acis Salisb.,synonym,Parl.,Q751200,,,,,http://www.wikidata.org/entity/Q751200,,,,,Italy,M,0,1,Due Nuov. Gen. Monocot.: 4 (1858),1858,Amaryllidaceae,0,Catherine de Rumine,1,1818,1867,1818–1867,"aristocrat, philanthropist",friend of the author,1,0,"Russia, Switzerland",Q751200,,http://www.wikidata.org/entity/Q751200,,https://www.biodiversitylibrary.org/page/6087973,1,"Ho voluto che questo genere ricordasse nella scienza il nome della mia ottima amica Contessa Caterina De Rumine, nata Principessa Schahovskoy, donna rara per ingegno, per dottrina e per virtù, e protettrice esimia delle scienze naturali.",No English Wikipedia article,Not in Bionomia
621,Ruthiella,Q9071469,http://www.wikidata.org/entity/Q9071469,5820-1,https://www.ipni.org/n/5820-1,wfo-4000033669,https://list.worldfloraonline.org/wfo-4000033669,Accepted,accepted,Steenis,Q2941727,,,,,http://www.wikidata.org/entity/Q2941727,,,,,Netherlands,M,0,1,Blumea 13(1): 127 (1965),1965,Campanulaceae,0,Ruth van Crevel,1,1926,current,1926–current,"photographer, botanical illustrator",,1,0,Netherlands,Q97396101,,http://www.wikidata.org/entity/Q97396101,,https://repository.naturalis.nl/pub/525779,1,"It is a particular pleasure to dedicate the new name to Miss Ruth van Crevel, draughtswoman of Flora Malesiana since March 1952. [plus lots of other info about her and her contributions]""",No English Wikipedia article,Not in Bionomia
622,Sabaudia,Q10366688,http://www.wikidata.org/entity/Q10366688,21195-1,https://www.ipni.org/n/21195-1,wfo-4000033706,https://list.worldfloraonline.org/wfo-4000033706,Synonym of Lavandula L.,synonym of Lavandula L.,Buscal. & Muschl.,Q3839401,Q71831,,,,http://www.wikidata.org/entity/Q3839401,http://www.wikidata.org/entity/Q71831,,,,"Italy, Germany",MM,0,2,Bot. Jahrb. Syst. 49(3-4): 491 (1913),1913,Lamiaceae,0,Princess Hélène of Orléans,1,1871,1951,1871–1951,"princess, duchess (nobility)",,1,0,France,Q260525,,http://www.wikidata.org/entity/Q260525,,https://www.biodiversitylibrary.org/page/219316,1,Helenae,https://en.wikipedia.org/wiki/Princess_H%C3%A9l%C3%A8ne_of_Orl%C3%A9ans,Not in Bionomia
623,Sabinaria,Q21407429,http://www.wikidata.org/entity/Q21407429,77134376-1,https://www.ipni.org/n/77134376-1,wfo-4001303398,https://list.worldfloraonline.org/wfo-4001303398,Accepted,accepted,R.Bernal & Galeano,Q1729622,Q439042,,,,http://www.wikidata.org/entity/Q1729622,http://www.wikidata.org/entity/Q439042,,,,"Colombia, Colombia",MF,1,2,Phytotaxa 144(2): 28 (2013),2013,Arecaceae,0,Sabina Bernal Galeano,1,1995,current,1995–current,"botanist, sociologist",daughter of the authors,1,0,Colombia,Q107010910,,http://www.wikidata.org/entity/Q107010910,,https://doi.org/10.11646/phytotaxa.144.2.1,1,"Named after the daughter of the discovers, Gloria Galeano, & Rodrigo Bernal; Sabina Bernal Galeano, with the suffix -ria arbitrarily chosen, in accordance with Art. 20 of the International Code of Nomenclature (McNeill et al. 2012).",No English Wikipedia article,Not in Bionomia
624,Salacia,Q3360755,http://www.wikidata.org/entity/Q3360755,331924-2,https://www.ipni.org/n/331924-2,wfo-4000033821,https://list.worldfloraonline.org/wfo-4000033821,Accepted,accepted,L.,Q1043,,,,,http://www.wikidata.org/entity/Q1043,,,,,Sweden,M,0,1,Mant. Pl. Altera 159 (1771),1771,Celastraceae,0,Salacia,1,,,n/a,Roman goddess,,0,1,,Q2987780,,http://www.wikidata.org/entity/Q2987780,,https://www.biodiversitylibrary.org/page/42945300,0,Not explained in original publication,https://en.wikipedia.org/wiki/Salacia,Mythical person
625,Salisia,Q111629482,http://www.wikidata.org/entity/Q111629482,17206-1,https://www.ipni.org/n/17206-1,wfo-4000033843,https://list.worldfloraonline.org/wfo-4000033843,Synonym of Kunzea Rchb.,synonym of Kunzea Rchb.,Lindl.,Q378629,,,,,http://www.wikidata.org/entity/Q378629,,,,,UK,M,0,1,Sketch Veg. Swan R. 10 (1839),1839,Myrtaceae,0,Anna de Salis-Soglio,1,1749,1830,1749–1830,countess (nobility),,1,0,UK,Q76236652,,http://www.wikidata.org/entity/Q76236652,,https://www.biodiversitylibrary.org/page/6014024,0,Not explained in original publication,No English Wikipedia article,Not in Bionomia
626,Sannantha,Q7418825,http://www.wikidata.org/entity/Q7418825,77086580-1,https://www.ipni.org/n/77086580-1,wfo-4000033952,https://list.worldfloraonline.org/wfo-4000033952,Accepted,accepted,Peter G.Wilson,Q6073393,,,,,http://www.wikidata.org/entity/Q6073393,,,,,Australia,M,0,1,Austral. Syst. Bot. 20(4): 313 (-314) (2007),2007,Myrtaceae,0,Sanna Wilson,1,unknown,unknown,unknown,unknown,"wife of the author, botanist Peter Gordon Wilson",1,0,Australia,Q106851048,,http://www.wikidata.org/entity/Q106851048,,"https://www.publish.csiro.au/SB/SB06032 , https://www.publish.csiro.au/sb/pdf/SB14011",1,"The generic name is dedicated to the wife of the first author, Sanna, in appreciation of her support, and forbearance during the author's absences from home. The suffix 'antha' (from the Greek anthos, flower) emphasises the importance of inflorescence characters in the recognition of this genus.",No English Wikipedia article,Not in Bionomia
627,Sapphoa,Q10368365,http://www.wikidata.org/entity/Q10368365,296053-2,https://www.ipni.org/n/296053-2,wfo-4000033992,https://list.worldfloraonline.org/wfo-4000033992,Accepted,accepted,Urb.,Q64845,,,,,http://www.wikidata.org/entity/Q64845,,,,,Germany,M,0,1,Repert. Spec. Nov. Regni Veg. 18: 24 (1922),1922,Acanthaceae,0,Sappho,1,-630,-570,630–570 BCE,poet,,1,0,Greece,Q17892,,http://www.wikidata.org/entity/Q17892,,https://www.biodiversitylibrary.org/page/732646,1,"Nominatum in memoriam Sappho, quae poesi apud Graecos celeberrima in insula Lesbos viguit",https://en.wikipedia.org/wiki/Sappho,Not in Bionomia
628,Saritaea,Q3777347,http://www.wikidata.org/entity/Q3777347,4237-1,https://www.ipni.org/n/4237-1,wfo-4000034105,https://list.worldfloraonline.org/wfo-4000034105,Synonym of Bignonia L.,synonym of Bignonia,Dugand,Q4792754,,,,,http://www.wikidata.org/entity/Q4792754,,,,,Colombia,M,0,1,Caldasia 3: 262 (1945),1945,Bignoniaceae,0,Sarita Dugand,1,unknown,unknown,unknown (20th century),unknown,"wife of the author, botanist Armando Dugand",1,0,Colombia,Q107122747,,http://www.wikidata.org/entity/Q107122747,,https://revistas.unal.edu.co/index.php/cal/article/view/32126,1,"Nominavi hanc plantam mirabiliter floriferam, novy mihi visum generis, in honorem uxoris meae dilectissimae",No English Wikipedia article,Not in Bionomia
